headword,CEFR,pos,Translation
cheerful,B1,adjective,쾌활한
cheerfully,B2,adverb,유쾌하게
cheerfulness,B2,noun,유쾌함
cheese,A1,noun,치즈
chef,A2,noun,요리사
chemical,A2,adjective,화학적인
chemist,B1,noun,화학자
chemistry,B1,noun,화학
chemotherapy,B2,noun,화학 요법
cheque,A2,noun,확인하다
cherish,B1,verb,아끼다
cherished,B2,adjective,소중히 하는
cherry,B2,noun,체리
chess,A2,noun,체스
chest,A2,noun,가슴
chest of drawers,B1,noun,서랍장
chew,B2,verb,씹다
chewing gum,B1,noun,껌
chicken,A1,noun,닭
chief,B1,adjective,셰프
child,A1,noun,어린이
childhood,A2,noun,어린 시절
childish,B2,adjective,어린애 같은
chili/chilli,A2,noun,칠리
chimney,B2,noun,굴뚝
chimpanzee,A2,noun,침팬지
chin,A2,noun,턱
chip,B2,noun,칩
chirp,A2,noun,짹짹
chocolate,A1,noun,초콜릿
choice,A2,noun,선택
choir,B1,noun,성가대
choke,B1,verb,초크
choose,A1,verb,선택하다
chop,B2,verb,촙
Christian,B1,adjective,신자
chronological,B1,adjective,연대기
chuckle,B1,noun,킬킬 웃음
chunk,B2,noun,큰 덩어리
church,A1,noun,교회
cigarette,A2,noun,담배
cinema,A1,noun,영화
circle,A1,noun,원
circuit,B2,noun,회로
circuitry,B2,noun,회로
circular,B1,adjective,회보
circumstance,B2,noun,상황
circus,B1,noun,서커스
citizen,A2,noun,시민
citizenship,B1,noun,시민권
city,A1,noun,도시
citywide,B2,adjective,도시 전체
civil,B1,adjective,예의 바른
civilization/civilisation,B1,noun,문명
claim,B1,noun,주장하다
clam,B2,noun,대합
clap,B2,verb,박수
clarify,B2,verb,밝히다
class,A1,noun,수업
classic,A2,adjective,권위 있는
classical,B1,adjective,고전
classical music,A2,noun,고전 음악
classification,B2,noun,분류
classify,B1,verb,나누다
classmate,A1,noun,동급생
classroom,A1,noun,교실
clause,B2,noun,절
clean,A1,adjective,깨끗한
cleaner,A2,noun,청소기
clear,A2,adjective,분명한
clearly,A2,adverb,분명히
clearness,B2,noun,명료도
clerical,B2,adjective,목사
clerk,A2,noun,사무원
clever,A1,adjective,영리한
click,B1,noun,딸깍 하는 소리
client,B2,noun,고객
cliff,B1,noun,낭떠러지
climate,B1,noun,기후
climate change,B2,noun,기후 변화
climb,A1,noun,오르다
climber,B1,noun,등산가
climbing,A2,noun,등반
clinic,B1,noun,진료소
clip,B1,noun,클립
clock,A1,noun,시계
clog,B2,verb,나막신
clone,A2,verb,클론
close,A1,adjective,닫다
closed,A1,adjective,닫은
closely,B1,adverb,면밀히
closure,B2,noun,폐쇄
cloth,A1,noun,옷감
clothes,A1,noun,옷
clothing,B2,noun,의류
cloud,A1,noun,구름
cloudy,A1,adjective,흐림
clown,A2,noun,시골뜨기
club,A1,noun,클럽
clue,A2,noun,단서
clumsy,B2,adjective,어설픈
coach,A1,noun,코치
coaching,B2,noun,코칭
coal,B1,noun,석탄
coalition,B2,noun,연합
coarse,B2,adjective,조잡한
coast,A2,noun,해안
coastal,B1,adjective,연안의
coastline,B2,noun,해안선
coat,A1,noun,코트
cocktail,B2,noun,칵테일
cocoa,B2,noun,코코아
coconut,B2,noun,코코넛
cod,B1,noun,대구
code,A1,noun,암호
coffee,A1,noun,커피
coffin,B1,noun,관
coherence,B2,noun,통일
coherent,B2,adjective,일관성
coin,A2,noun,동전
coincide,B2,verb,일치하다
coincidence,B2,noun,우연의 일치
coke,A1,noun,콜라
cola,A2,noun,콜라
cold,A1,adjective,추운
collapse,B1,noun,무너지다
collar,B1,noun,칼라
colleague,B2,noun,동료
collect,A1,verb,모으다
collection,A1,noun,수집
collector,B2,noun,수집기
college,A1,noun,대학
collocation,B2,noun,나란히 놓음
colon,B2,noun,콜론
colonial,B2,adjective,식민지 주민
color/colour,A1,noun,색상
colorful/colourful,A2,adjective,화려한
column,A2,noun,열
columnist,B1,noun,칼럼니스트
coma,B2,noun,혼수
comb,A2,noun,빗
combination,B1,noun,콤비네이션
combine,B1,verb,결합하다
come,A1,verb,오다
comedian,B1,noun,코미디언
comedy,B1,noun,코메디
comet,B1,noun,혜성
comfort,B1,noun,편안
comfortable,A2,adjective,편안한
comfortably,B2,adverb,편안하게
comic,A2,adjective,만화
comma,B1,noun,반점
command,B1,noun,명령
commander,B2,noun,사령관
commemorate,B2,verb,기념
comment,B1,noun,논평
commerce,B2,noun,상업
commercial,B1,adjective,광고
commission,B2,noun,수수료
commit,B1,verb,저지르다
commitment,A2,noun,약속
committee,A2,noun,위원회
common,A2,adjective,흔한
common sense,B1,noun,상식
commonly,B1,adverb,천하게
commonwealth,B2,noun,연방
communicate,A2,verb,의사소통하다
communication,A2,noun,의사소통
communicative,B2,adjective,의사 소통
community,B2,noun,지역 사회
commute,B2,verb,갈다
companion,B1,noun,동반자
company,A2,noun,회사
comparative,A2,noun,비교의
compare,A2,verb,비교하다
comparison,B1,noun,비교
compassion,B2,noun,동정심
compassionate,B2,adjective,인정 많은
compatible,B2,adjective,호환 가능
compensate,B2,verb,보상하다
compensation,B2,noun,보상
compete,B1,verb,경쟁하다
competence,B2,noun,능력
competent,B2,adjective,능숙한
competition,A2,noun,경쟁
competitive,B1,adjective,경쟁력 있는
competitor,B1,noun,경쟁자
compile,B2,verb,엮다
complain,A2,verb,불평하다
complaint,A2,noun,불평
complement,B1,noun,보어
complete,A2,adjective,완벽한
completely,B1,adverb,완전히
completion,B2,noun,완성
complex,B1,adjective,복잡한
complexion,B2,noun,안색
complexity,B2,noun,복잡성
complicate,B1,verb,복잡하게 하다
complicated,B1,adjective,복잡한
compliment,B1,noun,칭찬
component,B2,noun,요소
compose,B1,verb,구성하다
composer,A2,noun,작곡가
composition,B1,noun,구성
compound,B1,noun,화합물
comprehension,B2,noun,이해력
comprehensive,B2,adjective,포괄적인
compress,B2,noun,압박 붕대
compression,B2,noun,압축
compromise,B1,noun,타협
compulsory,B2,adjective,의무적인
compute,B2,verb,계산
computer,A1,noun,컴퓨터
conceal,B2,verb,숨기다
concede,B2,verb,인정하다
conceit,B2,noun,자만
conceivable,B2,adjective,생각할 수 있는
conceive,B2,verb,배다
concentrate,A2,verb,집중하다
concentration,B1,noun,집중
concept,B1,noun,개념
conception,B2,noun,임신
concern,A2,noun,우려
concerned,B1,adjective,관심 있는
concerning,B2,preposition,...에 관하여
concert,A1,noun,콘서트
concession,B2,noun,양보
conclude,B1,verb,끝내다
conclusion,B1,noun,결론
concrete,B2,adjective,콘크리트
condemn,B2,verb,비난하다
condition,A2,noun,상태
conduct,B1,noun,지휘하다
conductor,B2,noun,지휘자
cone,B2,noun,원뿔
conference,B2,noun,회의
conferencing,B2,noun,회의
confess,B2,verb,불다
confession,B2,noun,고백
confidence,B1,noun,신뢰
confident,A2,adjective,자신감
confidently,B2,adverb,자신있게
confine,B2,verb,가두다
confirm,B1,verb,확인하다
confirmation,B1,noun,확인
conflict,B1,noun,갈등
confront,B2,verb,대립하다
confuse,A2,verb,혼란시키다
confused,A2,adjective,혼란스러운
confusing,B1,adjective,혼란스러운
confusion,B1,noun,착란
congratulate,B1,verb,축하하다
conjunction,B2,noun,접속사
connect,B1,verb,연결하다
connection/connexion,B1,noun,연결
conquer,B1,verb,정복하다
conquest,B2,noun,정복
conscience,B2,noun,양심
conscious,B1,adjective,의식하는
consciousness,B2,noun,의식
consensus,B2,noun,의견 일치
consent,B2,noun,동의
consequence,A2,noun,결과
consequently,B1,adverb,따라서
conservation,B1,noun,보존
conservative,B1,adjective,보수적인
consider,A2,verb,고려하다
considerable,B1,adjective,많은
considerably,B2,adverb,상당히
consideration,B1,noun,고려 사항
considering,B2,conjunction,고려하면
consist,A2,verb,이루어져 있다
consistent,B2,adjective,일관된
consolation,B2,noun,위로
console,B2,verb,콘솔
consonant,B1,noun,자음
constant,B2,adjective,끊임없는
constantly,B1,adverb,끊임없이
constitute,B1,verb,구성하다
constitution,B1,noun,헌법
construct,B1,verb,건설하다
construction,B1,noun,건설
consult,B2,verb,찾다
consultant,B2,noun,컨설턴트
consume,B1,verb,소비하다
consumer,B1,noun,소비자
consumption,B1,noun,소비
contact,A2,noun,연락하다
contain,B1,verb,포함하다
container,A2,noun,컨테이너
contaminate,B2,verb,오염
contemporary,B2,adjective,현대의
contempt,B2,noun,경멸
content,B2,adjective,콘텐츠
contest,A1,noun,대회
context,A2,noun,문맥
continent,A2,noun,대륙
continual,B1,adjective,연속
continually,B1,adverb,지속적으로
continue,A2,verb,계속하다
continuous,B1,adjective,마디 없는
continuously,B1,adverb,계속해서
contract,B2,noun,계약
contradict,B2,verb,부정하다
contradiction,B2,noun,모순
contradictory,B2,adjective,모순
contrary,B1,adjective,반대되는
contrast,A2,noun,차이
contribute,B1,verb,기여하다
contribution,B1,noun,기부금
control,A2,noun,제어
controversial,B1,adjective,논란이 많은
controversy,B2,noun,논쟁
convenience,A2,noun,편의
convenient,A2,adjective,편리한
conveniently,B2,adverb,편리하게
convention,B2,noun,협약
conventional,B2,adjective,전통적인
conversation,A1,noun,대화
converse,B2,noun,반대
conversely,B2,adverb,거꾸로
conversion,B2,noun,변환
convert,B2,verb,전환하다
convey,B1,verb,전달하다
convince,B1,verb,확신시키다
convinced,B2,adjective,확신
cook,A1,noun,요리하다
cooker,A2,noun,요리 도구
cookie,A1,noun,쿠키
cooking,A2,noun,요리
cool,A1,adjective,시원한
cooler,A2,noun,냉각기
cooperate,B2,verb,협력
cooperation,B2,noun,협력
cooperative,B2,adjective,협력적인
cop,A1,noun,순경
cope,B2,verb,코프
copper,B2,noun,구리
copy,A1,noun,복사
copyright,B1,noun,저작권
coral,B2,noun,산호
core,B2,noun,핵심
corn,A1,noun,옥수수
corner,A1,noun,모서리
cornerstone,B2,noun,기초
cornet,B2,noun,코넷
corona,B2,noun,코로나
corporal,B2,adjective,상등병
corporate,B2,adjective,기업
corporation,B2,noun,법인
correct,A1,adjective,옳은
correction,B1,noun,보정
correctly,A2,adverb,바르게
correctness,B2,noun,단정
correspond,B2,verb,해당
correspondence,B2,noun,일치
correspondent,B2,noun,거래처
corresponding,B2,adjective,동
corridor,B2,noun,복도
corrupt,B2,adjective,부정한
corruption,B2,noun,부패
cost,A2,noun,비용
costly,B2,adjective,비용이 많이 드는
costume,B2,noun,복장
cottage,B2,noun,시골집
cotton,B1,noun,면
couch,A1,noun,침상
cough,B2,noun,기침
could,A1,modal auxiliary,~할 수 있었다
council,B1,noun,이사회
counseling/counselling,B1,noun,상담
count,B1,noun,세다
counter,B2,noun,카운터
countless,B1,adjective,셀 수 없는
country,A2,noun,국가
countryman,B2,noun,촌사람
countryside,A2,noun,한 지방
countrywide,B2,adjective,전국
county,B1,noun,군
couple,A2,noun,커플
courage,B1,noun,용기
courageous,B1,adjective,용기 있는
courgette,B1,noun,애호가
course,A1,noun,강의
court,A2,noun,법원
courtesy,B2,noun,예의
cousin,A1,noun,사촌
cover,A1,noun,씌우다
cow,A1,noun,암소
coward,B2,noun,겁쟁이
cowardly,B2,adjective,겁쟁이
coziness/cosiness,B2,noun,아늑한
cozy/cosy,B2,adjective,아늑한
crab,B2,noun,게
crack,B2,noun,금이 가다
craft,B1,noun,선박
craftsman,B2,noun,장인
crash,B1,noun,충돌
crater,B2,noun,분화구
crawl,B2,verb,기다
crazy,A2,adjective,미친
cream,A2,adjective,크림
crease,B2,noun,접은 자국
create,A2,verb,만들다
creation,B2,noun,창조
creative,A2,adjective,창의적인
creatively,B2,adverb,창의적으로
creativity,A2,noun,창의성
creator,B1,noun,창조자
creature,A2,noun,생물
credit,A2,noun,신용 거래
credit card,A1,noun,신용 카드
creek,B2,noun,작은 만
creepy,B2,adjective,소름 끼치는
crew,B2,noun,승무원
cricket,A2,noun,크리켓
crime,A2,noun,범죄
criminal,B2,adjective,범인
cripple,B2,noun,불구자
crisis,B1,noun,위기
crisp,A2,noun,상쾌한
critic,B1,noun,비평가
critical,B1,adjective,비판적인
critically,B2,adverb,비판적으로
criticism,B2,noun,비판
criticize/criticise,A2,verb,비판
crocodile,B2,noun,악어
crop,B1,noun,수확고
cross,A2,noun,십자가
crossing,B1,noun,횡단
crossly,B2,adverb,거꾸로
crossroads,B1,noun,교차로
crow,B1,noun,까마귀
crowd,A2,noun,군중
crowded,A2,adjective,붐비는
crown,A2,noun,왕관
crucial,B2,adjective,중대한
cruel,B1,adjective,잔혹한
cruelly,B2,adverb,잔인하게
cruelty,B2,noun,잔학
cruise,A2,noun,크루즈
crush,B1,noun,으깨다
cry,A1,noun,울다
crystallize/crystallise,B2,verb,결정화
cube,B2,noun,입방체
cubism,B2,noun,입체파
cucumber,B1,noun,오이
cuff,B2,noun,동
culmination,B2,noun,최고점
cultivate,B1,verb,기르다
cultural,B1,adjective,문화
culturally,B2,adverb,문화적으로
culture,A1,noun,문화
cup,A1,noun,컵
cupboard,A2,noun,찬장
cure,B1,noun,치유법
curiosity,B1,noun,호기심
curious,B1,adjective,궁금한
curiously,B1,adverb,흥미롭게
curl,B2,noun,곱슬 곱슬하다
curly,B1,adjective,곱슬
currency,B1,noun,통화
current,B1,adjective,현재의
currently,B1,adverb,현재
curriculum,B1,noun,과정
curry,A2,noun,카레
curse,A2,noun,저주
cursor,B2,noun,커서
curtain,B1,noun,커튼
curve,B1,noun,곡선
cushion,B1,noun,방석
custom,A2,noun,관습
customer,A2,noun,고객
customs,B1,noun,세관
cut,B1,noun,자르다
cute,A1,adjective,귀여운
CV,B1,noun,이력서
cyberaddict,B2,noun,사이버 방지
cybercafe/cybercaf?,B2,noun,사이버 카페
cybercrime,B2,noun,사이버 범죄
cyberpet,B2,noun,사이버 펫
cyberschool,B2,noun,사이버 학교
cyberspace,B2,noun,사이버 공간
cycle,B1,noun,주기
cycling,A2,noun,사이클링
cyclist,B2,noun,자전거 타는 사람
dad,A1,noun,아빠
daddy,A1,noun,아빠
daft,B2,adjective,어리석은
daily,A2,adjective,일일
daisy,B1,noun,데이지
dam,A2,noun,댐
damage,B1,noun,손상
damaged,B1,adjective,손상
damn,B2,adjective,젠장
damp,B1,adjective,습기
dance,A1,noun,춤
dancer,A2,noun,춤추는 사람
dancing,A1,noun,댄스
dandelion,B2,noun,민들레
danger,A2,noun,위험
dangerous,A2,adjective,위험한
dangerously,B1,adverb,위험하게
dare,B1,verb,도전
dark,A1,adjective,어두운
darkness,B1,noun,어둠
darling,B2,adjective,여보
dash,B2,noun,대시
data,B2,noun,데이터
database,B2,noun,데이터베이스
date,A1,noun,날짜
dated,B2,adjective,날짜
dating,B1,noun,데이트
daughter,A1,noun,딸
daughter-in-law,B2,noun,며느리
dawn,B2,noun,새벽
day,A1,noun,낮
daylight,A2,noun,일광
daytime,B2,noun,낮
daze,B1,noun,현혹
dazzle,B1,noun,부시다
de facto,B2,adjective,사실은
dead,A2,adjective,죽은
deadline,B1,noun,마감 시간
deadly,B1,adjective,치명적인
deaf,B1,adjective,청각 장애인
deal,A2,noun,거래
dealer,B1,noun,상인
dear,A1,adjective,~에게
dearly,B2,adverb,극진히
death,A2,noun,죽음
debate,A2,noun,토론
debit,B2,noun,차변
debit card,B2,noun,직불 카드
debris,B1,noun,부스러기
debt,B1,noun,빚
decade,B2,noun,10년
decay,B2,verb,부식
deceive,B2,verb,속이다
December,A1,noun,12월
decent,B2,adjective,품위 있는
deceptive,B2,adjective,속이는
decide,A2,verb,결정하다
decision,B1,noun,결정
decisive,B2,adjective,결정적인
deck,B2,noun,갑판
declaration,B1,noun,선언
declare,B1,verb,선언하다
decline,B1,noun,감소
decomposition,B2,noun,분해
decorate,B2,verb,장식
decoration,B2,noun,장식
decorative,B2,adjective,장식
decrease,B1,noun,감소하다
dedicate,B1,verb,전념하다
dedication,B2,noun,봉납
deduce,B2,verb,추론
deduction,B2,noun,공제
deed,B1,noun,증서
deem,B2,verb,간주하다
deep,B2,adjective,깊은
deeply,A2,adverb,깊이
deer,B2,noun,사슴
defeat,B2,noun,패배시키다
defend,B1,verb,지키다
defender,B1,noun,방어자
defense/defence,B1,noun,방어
deficiency,B1,noun,부족
deficit,B2,noun,적자
define,B1,verb,정의하다
definite,B1,adjective,명확한
definite article,B1,noun,명확한 기사
definitely,B1,adverb,분명히
definition,B1,noun,정의
deforestation,B2,noun,삼림 벌채
defy,B2,verb,무시하다
degree,A2,noun,도
delay,A2,noun,지연
delegate,B2,noun,대리자
delete,B1,verb,삭제
deliberate,B2,adjective,고의의
deliberately,B2,adverb,고의로
delicacy,B2,noun,섬세
delicate,B1,adjective,연약한
delicately,B2,adverb,섬세하게
delicious,A1,adjective,맛있는
delight,B1,noun,기쁨
delighted,B1,adjective,아주 기뻐하는
delightful,B1,adjective,매우 기쁜
deliver,B1,verb,배달하다
delivery,B1,noun,배달
demand,B1,noun,수요
demanding,B2,adjective,까다로운
democracy,B1,noun,민주주의
democratic,B1,adjective,민주적
demolish,B2,verb,헐다
demonstrate,B1,verb,입증하다
demonstration,B1,noun,데모
denim,B2,noun,청
dense,B2,adjective,밀집한
densely,B2,adverb,짙게
dental,B2,adjective,이의
dentist,A2,noun,치과 의사
deny,B1,verb,부인하다
depart,B1,verb,출발
department,B1,noun,부서
department store,A2,noun,백화점
departure,B1,noun,출발
depend,A2,verb,의존하다
dependable,B2,adjective,신뢰할 수 있는
dependent,B1,adjective,매달린
deposit,B1,noun,보증금
depressed,B1,adjective,우울한
depression,B1,noun,우울증
deprive,B1,verb,빼앗다
depth,B1,noun,깊이
deputy,B2,noun,대리인
derive,B1,verb,파생
descend,B2,verb,내려
describe,A1,verb,설명하다
description,A2,noun,설명
descriptive,B2,adjective,설명적
desert,A2,noun,사막
deserve,B1,verb,~받을 만하다
design,A1,noun,설계
designer,B2,adjective,디자이너
desirable,B2,adjective,바람직한
desire,B1,noun,욕구
desk,A1,noun,책상
desktop,B2,noun,데스크탑
desolation,B2,noun,쓸쓸함
despair,B1,noun,절망
desperate,B1,adjective,자포자기한
desperately,B2,adverb,필사적으로
desperation,B2,noun,절망
despise,B2,verb,멸시
despite,B1,preposition,~에도 불구하고
dessert,A2,noun,디저트
destination,B1,noun,목적지
destiny,B2,noun,운명
destroy,A2,verb,파괴하다
destruction,B1,noun,파괴
destructive,B1,adjective,파괴적
detach,B2,verb,분리하다
detachment,B2,noun,분리
detail,A2,noun,세부 사항
detailed,B2,adjective,상세한
detect,B2,verb,감지하다
detective,B1,noun,형사
determination,B1,noun,결정
determine,B1,verb,결정하다
determined,B2,adjective,단호한
determiner,B2,noun,결정자
devastate,B1,verb,황폐한
devastating,B1,adjective,지독한
develop,A2,verb,개발하다
developed,A2,adjective,개발
developing,B2,adjective,개발 중
development,B1,noun,개발
device,B1,noun,장치
devil,B2,noun,악마
devote,B2,verb,바치다
devoted,B2,adjective,저주 받은
devotion,B1,noun,헌신
diagram,B1,noun,도표
dial,B1,noun,다이얼
dialog/dialogue,B1,noun,대화
diameter,B1,noun,지름
diamond,A2,noun,다이아몬드
diaper,B1,noun,기저귀
diarrhea/diarrhoea,B2,noun,설사
diary,A2,noun,다이어리
dictator,B2,noun,독재자
dictionary,A1,noun,사전
did,A1,do-verb,했다
die,A2,verb,주사위
diet,A2,noun,다이어트
differ,B1,verb,다르다
difference,A1,noun,차이점
different,A1,adjective,다른
differently,A2,adverb,다르게
difficult,A1,adjective,어려운
difficulty,A2,noun,어려움
